,code,i94port_raw,i94port_state,i94port_bps,i94port_city,place,city,city_ascii,state_id,state_name,county_fips,county_name,latitude,longitude,population,population_proper,density,source,incorporated,timezone,zips,id,city_ascii_upper,country,country_code,,,
443,CHR,"CHRISTIANSTED, VI",VI,unknown,CHRISTIANSTED,unknown,Christiansted,Christiansted,VI,Virgin Islands,78010,St. Croix,17.7439,-64.7065,,,1247.7,polygon,TRUE,America/St_Thomas,00820 00821 00822,1850037474,CHRISTIANSTED,United States,US,,,
445,FRK,"FREDERIKSTED, VI",VI,unknown,FREDERIKSTED,unknown,Frederiksted,Frederiksted,VI,Virgin Islands,78010,St. Croix,17.7122,-64.8812,,,748.0,polygon,TRUE,America/St_Thomas,00841 00840,1850037477,FREDERIKSTED,United States,US,,,
444,CRU,"CRUZ BAY, ST JOHN, VI",VI,unknown,"CRUZ BAY, ST JOHN",unknown,Cruz Bay,Cruz Bay,VI,Virgin Islands,78020,St. John,18.3260,-64.7792,,,345.6,polygon,FALSE,America/St_Thomas,00830 00831,1850037476,,United States,US,,,
105,SAU,"ST AUGUSTINE, FL",FL,unknown,ST AUGUSTINE,unknown,Saint Augustine,Saint Augustine,FL,Florida,12109,St. Johns,29.8979,-81.3100,75932,14243,583,polygon,TRUE,America/New_York,32080 32095 32084,1840015935,,United States,US,,,
104,SGJ,"ST AUGUSTINE ARPT, FL",FL,unknown,ST AUGUSTINE ARPT,unknown,Saint Augustine,Saint Augustine,FL,Florida,12109,St. Johns,29.8979,-81.3100,75932,14243,583,polygon,TRUE,America/New_York,32080 32095 32084,1840015935,,United States,US,,,
135,SBN,"SOUTH BEND, IN",IN,unknown,SOUTH BEND,unknown,South Bend,South Bend,IN,Indiana,18141,St. Joseph,41.6771,-86.2692,281100,102245,950.0,polygon,TRUE,America/Indiana/Indianapolis,46616 46615 46601 46635 46628 46617 46614 46619 46613 46624 46626 46634 46660 46680 46699,1840009241,SOUTH BEND,United States,US,,,
322,MAS,"MASSENA, NY",NY,unknown,MASSENA,unknown,Massena,Massena,NY,New York,36089,St. Lawrence,44.9292,-74.8923,10673,10368,884.0,polygon,TRUE,America/New_York,13662,1840004058,MASSENA,United States,US,,,
325,MRR,"MORRISTOWN, NY",NY,unknown,MORRISTOWN,unknown,Morristown,Morristown,NY,New York,36089,St. Lawrence,44.5842,-75.6453,381,381,150.0,polygon,TRUE,America/Toronto,13664,1840004059,MORRISTOWN,United States,US,,,
328,OGD,"OGDENSBURG, NY",NY,unknown,OGDENSBURG,unknown,Ogdensburg,Ogdensburg,NY,New York,36089,St. Lawrence,44.7088,-75.4717,10893,10687,832.0,polygon,TRUE,America/Toronto,13669,1840000297,OGDENSBURG,United States,US,,,
200,CRA,"CRANE LAKE, MN",MN,unknown,CRANE LAKE,unknown,Crane Lake,Crane Lake,MN,Minnesota,27137,St. Louis,48.2666,-92.4885,,,26.2,point,FALSE,America/Chicago,55725,1840031994,CRANE LAKE,United States,US,,,
301,CDD,"CRANE LAKE - ST. LOUIS CNTY, NM",NM,unknown,CRANE LAKE - ST. LOUIS CNTY,unknown,Crane Lake,Crane Lake,MN,Minnesota,27137,St. Louis,48.2666,-92.4885,,,26.2,point,FALSE,America/Chicago,55725,1840031994,,United States,US,,,
202,DUL,"DULUTH, MN",MN,unknown,DULUTH,unknown,Duluth,Duluth,MN,Minnesota,27137,St. Louis,46.7757,-92.1392,120101,86066,462.0,polygon,TRUE,America/Chicago,55803 55802 55807 55805 55804 55808 55810 55811 55812 55806 55815 55816,1840007685,DULUTH,United States,US,,,
203,ELY,"ELY, MN",MN,unknown,ELY,unknown,Ely,Ely,MN,Minnesota,27137,St. Louis,47.9054,-91.851,3386,3387,437.0,polygon,TRUE,America/Chicago,55731,1840007686,ELY,United States,US,,,
221,STL,"ST LOUIS, MO",MO,unknown,ST LOUIS,unknown,Saint Louis,Saint Louis,MO,Missouri,29510,St. Louis (city),38.6358,-90.2451,2078283.0,308626,1923,polygon,TRUE,America/Chicago,63110 63111 63112 63113 63115 63116 63118 63120 63107 63106 63104 63103 63102 63101 63109 63108 63155 63139 63137 63143 63147 63150 63156 63157 63158 63160 63163 63164 63166 63169 63177 63178 63179 63180 63182 63188 63197,1840001651,,United States,US,,,
87,FPF,"FORT PIERCE, FL",FL,unknown,FORT PIERCE,unknown,Fort Pierce,Fort Pierce,FL,Florida,12111,St. Lucie,27.4256,-80.3425,45581,45581,756.0,polygon,TRUE,America/New_York,34949 34947 34982 34981 34950 34948 34954 34979,1840014178,FORT PIERCE,United States,US,,,
106,FPR,"ST LUCIE COUNTY, FL",FL,unknown,ST LUCIE COUNTY,unknown,Fort Pierce,Fort Pierce,FL,Florida,12111,St. Lucie,27.4256,-80.3425,45581,45581,756,polygon,TRUE,America/New_York,34949 34947 34982 34981 34950 34948 34954 34979,1840014178,,United States,US,,,
143,MGC,"MORGAN CITY, LA",LA,unknown,MORGAN CITY,unknown,Morgan City,Morgan City,LA,Louisiana,22101,St. Mary,29.7041,-91.192,28964,11221,724.0,polygon,TRUE,America/Chicago,70380 70381,1840015056,MORGAN CITY,United States,US,,,
152,PAX,"PATUXENT RIVER, MD",MD,unknown,PATUXENT RIVER,unknown,Lexington Park,Lexington Park,MD,Maryland,24037,St. Mary's,38.2543,-76.4415,,,3.8,polygon,FALSE,America/New_York,20653,1840006231,,United States,US,,,
442,CHA,"CHARLOTTE AMALIE, VI",VI,unknown,CHARLOTTE AMALIE,unknown,Charlotte Amalie,Charlotte Amalie,VI,Virgin Islands,78030,St. Thomas,18.3419,-64.9332,,,1595.9,polygon,TRUE,America/St_Thomas,802,1850037473,CHARLOTTE AMALIE,United States,US,,,
446,STT,"ST THOMAS, VI",VI,unknown,ST THOMAS,unknown,Charlotte Amalie,Charlotte Amalie,VI,Virgin Islands,78030,St. Thomas,18.3419,-64.9332,,,1595.9,polygon,TRUE,America/St_Thomas,802,1850037473,,United States,US,,,
409,FAL,"FALCON HEIGHTS, TX",TX,unknown,FALCON HEIGHTS,unknown,Falcon Heights,Falcon Heights,TX,Texas,48427,Starr,26.5604,-99.1225,,,88.0,polygon,FALSE,America/Chicago,78584 78545,1840018313,FALCON HEIGHTS,United States,US,,,
436,RIO,"RIO GRANDE CITY, TX",TX,unknown,RIO GRANDE CITY,unknown,Rio Grande City,Rio Grande City,TX,Texas,48427,Starr,26.3808,-98.8215,48633,14518,493.0,polygon,TRUE,America/Chicago,78582,1840021016,RIO GRANDE CITY,United States,US,,,
437,ROM,"ROMA, TX",TX,unknown,ROMA,unknown,Roma,Roma,TX,Texas,48427,Starr,26.416,-99.0056,11425,11425,825.0,polygon,TRUE,America/Chicago,78584,1840021017,ROMA,United States,US,,,
480,BWA,"BOUNDARY, WA",WA,unknown,BOUNDARY,unknown,Boundary,Boundary,WA,Washington,53065,Stevens,48.998333,-121.605556,0,0,0,,,America/Los_Angeles,,,,United States,US,,,
486,FWA,"FRONTIER, WA",WA,unknown,FRONTIER,Frontier,Northport,Northport,WA,Washingnton,53065,Stevens,48.999183,-117.830711,296,296,202,polygon,TRUE,America/Los_Angeles,99157,,,United States,US,,,
145,BOS,"BOSTON, MA",MA,unknown,BOSTON,unknown,Boston,Boston,MA,Massachusetts,25025,Suffolk,42.3188,-71.0846,4637537,685094,5471.0,polygon,TRUE,America/New_York,02120 02121 02122 02124 02125 02126 02127 02128 02129 02210 02215 02467 02119 02118 02111 02110 02113 02115 02114 02116 02199 02136 02135 02134 02132 02131 02130 02203 02163 02152 02108 02109 02112 02117 02123 02133 02137 02196 02201 02205 02206 02211 02212 02217 02222 02241 02266 02283 02284 02293 02297 02298 02455,1840000455,BOSTON,United States,US,,,
391,TRI,"TRI CITIES ARPT, TN",TN,unknown,TRI CITIES ARPT,unknown,Bristol,Bristol,TN,Tennessee,47163,Sullivan,36.5572,-82.2144,69865.0,26842,318,polygon,TRUE,America/New_York,37620 37618 37621,1840013301,,United States,US,,,
341,AKR,"AKRON, OH",OH,unknown,AKRON,unknown,Akron,Akron,OH,Ohio,39153,Summit,41.0802,-81.5219,565920,197846,1231.0,polygon,TRUE,America/New_York,44306 44307 44304 44305 44302 44303 44301 44308 44320 44314 44311 44310 44313 44312 44309 44315 44316 44317 44325 44326 44328 44334 44396 44398,1840000791,AKRON,United States,US,,,
582,CAK,"AKRON, OH",OH,unknown,AKRON,unknown,Akron,Akron,OH,Ohio,39153,Summit,41.0802,-81.5219,565920,197846,1231.0,polygon,TRUE,America/New_York,44306 44307 44304 44305 44302 44303 44301 44308 44320 44314 44311 44310 44313 44312 44309 44315 44316 44317 44325 44326 44328 44334 44396 44398,1840000791,AKRON,United States,US,,,
259,SSC,"SHAW AFB - SUMTER, SC",SC,unknown,SHAW AFB - SUMTER,unknown,Sumter,Sumter,SC,South Carolina,45085,Sumter,33.9392,-80.3930,72131.0,39982,474,polygon,TRUE,America/New_York,29154 29152 29153 29150 29151,1840015612,,United States,US,,,
411,AFW,"FORT WORTH ALLIANCE, TX",TX,unknown,FORT WORTH ALLIANCE,unknown,Fort Worth,Fort Worth,TX,Texas,48439,Tarrant,32.7814,-97.3473,874168,874168,978,polygon,TRUE,America/Chicago,76164 76040 76134 76135 76137 76131 76132 76133 76109 76108 76105 76104 76107 76106 76103 76102 76155 76053 76052 76123 76120 76244 76006 76008 76177 76036 76140 76262 76129 76179 76118 76119 76116 76117 76114 76115 76112 76110 76111 76127 76126 76101 76113 76121 76122 76124 76130 76147 76150 76161 76162 76163 76166 76191 76193 76195 76196 76197 76198 76199,1840020696,,United States,US,,,
439,SNN,"SANDERSON, TX",TX,unknown,SANDERSON,unknown,Sanderson,Sanderson,TX,Texas,48443,Terrell,30.1508,-102.408,,,297.0,polygon,FALSE,America/Chicago,79848,1840019581,SANDERSON,United States,US,,,
494,OLY,"OLYMPIA, WA",WA,unknown,OLYMPIA,unknown,Olympia,Olympia,WA,Washington,53067,Thurston,47.0418,-122.8959,196078,51609,1094.0,polygon,TRUE,America/Los_Angeles,98501 98502 98506 98504 98507 98508 98511,1840019865,OLYMPIA,United States,US,,,
249,SWE,"SWEETGRASS, MT",MT,unknown,SWEETGRASS,unknown,Sweet Grass,Sweet Grass,MT,Montana,30101,Toole,48.9929,-111.9668,,,65.6,polygon,FALSE,America/Denver,59484,1840023759,,United States,US,,,
269,HNS,"HANSBORO, ND",ND,unknown,HANSBORO,unknown,Hansboro,Hansboro,ND,North Dakota,38095,Towner,48.9524,-99.3802,13,13,26.0,polygon,TRUE,America/Chicago,58365 58339,1840000020,HANSBORO,United States,US,,,
395,AUS,"AUSTIN, TX",TX,unknown,AUSTIN,unknown,Austin,Austin,TX,Texas,48453,Travis,30.3006,-97.7517,1638716,950715,1144.0,polygon,TRUE,America/Chicago,78749 78748 78741 78745 78744 78747 78746 78717 78712 78719 78617 78739 78735 78730 78731 78732 78733 78705 78704 78701 78703 78702 78758 78759 78752 78753 78750 78751 78756 78757 78754 78652 78723 78722 78721 78727 78726 78725 78724 78729 78728 78742 73301 73344 78651 78680 78708 78709 78710 78711 78713 78714 78715 78718 78720 78755 78760 78761 78762 78763 78765 78766 78767 78768 78772 78773 78774 78778 78779 78783 78799,1840019590,AUSTIN,United States,US,,,
351,TUL,"TULSA, OK",OK,unknown,TULSA,unknown,Tulsa,Tulsa,OK,Oklahoma,40143,Tulsa,36.1284,-95.9042,672054,401800,785.0,polygon,TRUE,America/Chicago,74136 74137 74134 74135 74132 74133 74130 74145 74126 74112 74114 74115 74117 74119 74015 74106 74105 74129 74128 74120 74127 74110 74116 74107 74104 74103 74146 74108 74101 74121 74141 74147 74148 74149 74150 74152 74153 74155 74156 74158 74159 74169 74170 74171 74172 74182 74186 74187 74192 74193,1840021672,TULSA,United States,US,,,
198,GTF,"Collapsed into INT, MN",MN,unknown,Collapsed into INT,unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
199,INL,"Collapsed into INT, MN",MN,unknown,Collapsed into INT,unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
595,BUS,Collapsed (BUF) 06/15,unknown,unknown,Collapsed (BUF) 06/15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
591,FRG,Collapsed (FOK) 06/15,unknown,unknown,Collapsed (FOK) 06/15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
593,ISP,Collapsed (FOK) 06/15,unknown,unknown,Collapsed (FOK) 06/15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
592,HRL,Collapsed (HLG) 06/15,unknown,unknown,Collapsed (HLG) 06/15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
596,IAG,Collapsed (NIA) 06/15,unknown,unknown,Collapsed (NIA) 06/15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
597,PHN,Collapsed (PHU) 06/15,unknown,unknown,Collapsed (PHU) 06/15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
594,JSJ,Collapsed (SAJ) 06/15,unknown,unknown,Collapsed (SAJ) 06/15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
600,T01,Collapsed (SEA) 06/15,unknown,unknown,Collapsed (SEA) 06/15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
598,STN,Collapsed (STR) 06/15,unknown,unknown,Collapsed (STR) 06/15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
599,VMB,Collapsed (VNB) 06/15,unknown,unknown,Collapsed (VNB) 06/15,unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
516,XXX,NOT REPORTED/UNKNOWN,unknown,unknown,NOT REPORTED/UNKNOWN,unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
650,.GA,No PORT Code (.GA),unknown,unknown,No PORT Code (.GA),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
617,5T6,No PORT Code (5T6),unknown,unknown,No PORT Code (5T6),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
618,60,No PORT Code (60),unknown,unknown,No PORT Code (60),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
625,74S,No PORT Code (74S),unknown,unknown,No PORT Code (74S),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
658,A2A,No PORT Code (A2A),unknown,unknown,No PORT Code (A2A),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
655,ADU,No PORT Code (ADU),unknown,unknown,No PORT Code (ADU),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
635,AG,No PORT Code (AG),unknown,unknown,No PORT Code (AG),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
656,AKT,No PORT Code (AKT),unknown,unknown,No PORT Code (AKT),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
645,AMT,No PORT Code (AMT),unknown,unknown,No PORT Code (AMT),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
631,ASI,No PORT Code (ASI),unknown,unknown,No PORT Code (ASI),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
626,ATW,No PORT Code (ATW),unknown,unknown,No PORT Code (ATW),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
622,AUH,No PORT Code (AUH),unknown,unknown,No PORT Code (AUH),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
636,BCM,No PORT Code (BCM),unknown,unknown,No PORT Code (BCM),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
632,BKF,No PORT Code (BKF),unknown,unknown,No PORT Code (BKF),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
576,CHN,No PORT Code (CHN),unknown,unknown,No PORT Code (CHN),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
651,CLX,No PORT Code (CLX),unknown,unknown,No PORT Code (CLX),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
652,CP,No PORT Code (CP),unknown,unknown,No PORT Code (CP),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
627,CPX,No PORT Code (CPX),unknown,unknown,No PORT Code (CPX),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
639,CXO,No PORT Code (CXO),unknown,unknown,No PORT Code (CXO),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
633,DAY,No PORT Code (DAY),unknown,unknown,No PORT Code (DAY),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
637,DEC,No PORT Code (DEC),unknown,unknown,No PORT Code (DEC),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
602,DRV,No PORT Code (DRV),unknown,unknown,No PORT Code (DRV),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
646,EGE,No PORT Code (EGE),unknown,unknown,No PORT Code (EGE),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
653,FSC,No PORT Code (FSC),unknown,unknown,No PORT Code (FSC),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
603,FTB,No PORT Code (FTB),unknown,unknown,No PORT Code (FTB),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
604,GAC,No PORT Code (GAC),unknown,unknown,No PORT Code (GAC),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
605,GMT,No PORT Code (GMT),unknown,unknown,No PORT Code (GMT),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
647,GPI,No PORT Code (GPI),unknown,unknown,No PORT Code (GPI),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
640,JBQ,No PORT Code (JBQ),unknown,unknown,No PORT Code (JBQ),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
606,JFA,No PORT Code (JFA),unknown,unknown,No PORT Code (JFA),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
641,JIG,No PORT Code (JIG),unknown,unknown,No PORT Code (JIG),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
607,JMZ,No PORT Code (JMZ),unknown,unknown,No PORT Code (JMZ),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
657,LIT,No PORT Code (LIT),unknown,unknown,No PORT Code (LIT),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
628,MTH,No PORT Code (MTH),unknown,unknown,No PORT Code (MTH),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
608,NC8,No PORT Code (NC8),unknown,unknown,No PORT Code (NC8),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
648,NGL,No PORT Code (NGL),unknown,unknown,No PORT Code (NGL),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
654,NK,No PORT Code (NK),unknown,unknown,No PORT Code (NK),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
609,NYL,No PORT Code (NYL),unknown,unknown,No PORT Code (NYL),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
610,OAI,No PORT Code (OAI),unknown,unknown,No PORT Code (OAI),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
642,OGS,No PORT Code (OGS),unknown,unknown,No PORT Code (OGS),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
649,OLM,No PORT Code (OLM),unknown,unknown,No PORT Code (OLM),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
659,OSN,No PORT Code (OSN),unknown,unknown,No PORT Code (OSN),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
644,OTS,No PORT Code (OTS),unknown,unknown,No PORT Code (OTS),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
611,PCW,No PORT Code (PCW),unknown,unknown,No PORT Code (PCW),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
629,PFN,No PORT Code (PFN),unknown,unknown,No PORT Code (PFN),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
601,PHF,No PORT Code (PHF),unknown,unknown,No PORT Code (PHF),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
638,PLB,No PORT Code (PLB),unknown,unknown,No PORT Code (PLB),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
623,RYY,No PORT Code (RYY),unknown,unknown,No PORT Code (RYY),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
630,SCH,No PORT Code (SCH),unknown,unknown,No PORT Code (SCH),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
619,SP0,No PORT Code (SP0),unknown,unknown,No PORT Code (SP0),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
624,SUS,No PORT Code (SUS),unknown,unknown,No PORT Code (SUS),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
643,TIW,No PORT Code (TIW),unknown,unknown,No PORT Code (TIW),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
620,W55,No PORT Code (W55),unknown,unknown,No PORT Code (W55),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
612,WA5,No PORT Code (WAS),unknown,unknown,No PORT Code (WAS),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
613,WTR,No PORT Code (WTR),unknown,unknown,No PORT Code (WTR),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
621,X44,No PORT Code (X44),unknown,unknown,No PORT Code (X44),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
614,X96,No PORT Code (X96),unknown,unknown,No PORT Code (X96),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
615,XNA,No PORT Code (XNA),unknown,unknown,No PORT Code (XNA),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
634,Y62,No PORT Code (Y62),unknown,unknown,No PORT Code (Y62),unknown,unknown,unknown,unknown,unknown,unknown,unknown,41,101,-1,-1,-1,unknown,unknown,unknown,unknown,-1,unknown,unknown,unknown,,,
